"sat","tothrs","cumgpa","season","frstsem","crsgpa","verbmath","trmgpa","hssize","hsrank","id","female","black","white","ctrmgpa","ctothrs","ccrsgpa","ccrspop","cseason","hsperc","football"
920,43,2.03999996185303,1,0,2.50769996643066,0.483869999647141,2.25,10,4,22,1,0,0,0.75,12,-0.138700008392334,-62.25,1,40,0
780,43,2.08999991416931,1,0,2.88389992713928,0.813950002193451,1.60000002384186,123,102,35,0,0,1,-0.600000023841858,15,0.0160000324249268,-73.25,1,82.9268264770508,0
810,14,1.77999997138977,1,0,2.55999994277954,0.883719980716705,1.28999996185303,119,42,36,0,0,1,-0.310000061988831,14,-0.203400135040283,72.3299560546875,1,35.294116973877,0
1080,17,2,0,0,2.47639989852905,0.800000011920929,2.73000001907349,318,31,156,0,0,1,0.730000019073486,17,-0.0385000705718994,-320.199951171875,-1,9.74842739105225,0
960,106,2.41000008583069,0,0,2.74140000343323,1,2.59999990463257,383,66,246,0,0,1,-0.200000047683716,15,-0.112099885940552,-92.8000183105469,-1,17.2323760986328,0
790,12,1.1599999666214,0,0,2.59179997444153,1.13513994216919,0.25,44,27,264,0,1,0,-1.03999996185303,12,0.178099870681763,-661.169982910156,-1,61.3636360168457,0
820,41,1.87000000476837,1,0,2.92890000343323,0.78260999917984,2,344,36,326,1,1,0,0.5,16,0.299200057983398,-780.599975585938,0,10.4651165008545,0
820,42,2.08999991416931,0,0,2.70919990539551,0.906979978084564,1.60000002384186,228,155,410,0,0,1,-0.899999976158142,12,0.0978000164031982,-323,-1,67.9824523925781,0
1040,17,2.17000007629395,1,0,2.56430006027222,0.925930023193359,2.13000011444092,91,8,412,0,0,1,-0.0499999523162842,17,0.166000127792358,-113.5,0,8.79120922088623,0
730,50,1.89999997615814,0,0,2.86960005760193,0.780489981174469,2.5,482,273,428,0,1,0,0.75,16,0.0710000991821289,14.5,-1,56.6390037536621,1
780,71,2.40000009536743,0,0,2.75550007820129,0.695649981498718,2.32999992370605,78,17,452,0,0,1,-0.170000076293945,12,-0.139999866485596,-217.330017089844,-1,21.7948722839355,1
830,74,1.97000002861023,1,0,2.63980007171631,1.02438998222351,1.39999997615814,196,54,477,0,1,0,-0.350000023841858,12,-0.302199840545654,-540.25,0,27.5510196685791,0
710,132,1.87999999523163,0,0,3.01749992370605,1.08824002742767,1.08000004291534,300,226,509,0,1,0,0.580000042915344,12,0.39769983291626,-113.75,-1,75.3333358764648,1
980,47,2,0,0,2.83789992332458,0.921570003032684,2.10999989509583,152,45,513,0,1,0,0.359999895095825,12,0.43209981918335,-99,-1,29.6052627563477,1
740,105,1.9099999666214,0,0,2.88059997558594,0.897440016269684,1.5,312,161,528,0,1,0,0.25,12,0.455600023269653,-349.75,-1,51.6025657653809,1
1180,105,3,1,0,2.57979989051819,0.873019993305206,3,637,255,552,0,0,1,0.25,12,-0.329900026321411,-106.5,0,40.0313987731934,0
700,38,2.39000010490417,1,0,2.94180011749268,1,1.60000002384186,32,22,628,0,0,1,-0.899999976158142,12,-0.183099985122681,-38,0,68.75,0
520,84,1.66999995708466,0,0,3.21810007095337,1,2,462,358,648,0,0,1,-0.25,12,0.383500099182129,308.049987792969,-1,77.4891738891602,1
720,51,1.63999998569489,0,0,2.89630007743835,0.846149981021881,1.60000002384186,283,76,657,0,1,0,0.350000023841858,12,0.298700094223022,10.449951171875,-1,26.8551235198975,1
940,17,2.57999992370605,0,0,2.74550008773804,0.773580014705658,2.63000011444092,194,85,684,1,0,1,0,17,0.0645999908447266,337.659973144531,-1,43.8144340515137,0
960,15,2.32999992370605,0,0,2.519700050354,0.777779996395111,1.33000004291534,447,320,686,0,1,0,-0.729999899864197,15,-0.404099941253662,569.239990234375,-1,71.5883636474609,1
870,40,2.04999995231628,1,0,2.84710001945496,0.851059973239899,1.28999996185303,371,259,692,0,0,1,-0.789999961853027,13,0.00430011749267578,57.3300170898438,0,69.8113174438477,0
890,37,2.45000004768372,0,0,2.95479989051819,0.779999971389771,3,124,50,697,0,0,1,0.5,12,0.325899839401245,108.25,-1,40.322582244873,0
840,100,2.05999994277954,1,0,2.644700050354,1,2.28999996185303,116,16,706,0,0,1,0.289999961853027,15,-0.071699857711792,-215.22998046875,1,13.7931032180786,0
810,42,2.64000010490417,0,0,3.22270011901855,1.07692003250122,2.84999990463257,227,56,744,1,0,1,0.349999904632568,12,0.712200164794922,-427.400024414062,-1,24.6696033477783,0
820,40,2.25,0,0,2.8461000919342,1.10256004333496,3,571,344,759,0,0,0,0.670000076293945,9,0.04830002784729,447.070007324219,-1,60.2451820373535,0
970,39,2.41000008583069,1,0,2.87630009651184,0.672410011291504,2,566,83,771,0,0,1,0.25,16,0.299200057983398,93.1500244140625,1,14.6643114089966,0
790,17,2.8199999332428,0,0,2.63709998130798,1.07895004749298,1.75,597,72,792,0,0,1,-1.0699999332428,17,-0.0654001235961914,-361.920043945312,-1,12.0603017807007,1
800,13,2.15000009536743,1,0,2.7441999912262,0.818180024623871,2.64000010490417,310,95,798,1,0,1,0.509999990463257,13,0.0794000625610352,-189.400024414062,0,30.6451606750488,0
680,49,2.80999994277954,1,0,2.48090004920959,0.743589997291565,2,328,122,806,1,0,1,-0.559999942779541,16,-0.418499946594238,-267.420043945312,0,37.1951217651367,0
850,15,2.66000008583069,1,0,2.72259998321533,0.808510005474091,3.0699999332428,73,5,809,1,0,1,0.359999895095825,15,-0.110199928283691,33.699951171875,0,6.84931516647339,0
820,95,2.25999999046326,1,0,2.94919991493225,0.708329975605011,2,131,98,823,0,0,1,-0.200000047683716,15,0.0512998104095459,-220.200012207031,1,74.8091583251953,0
1120,12,2.32999992370605,1,0,2.50110006332397,0.671639978885651,2.25,488,20,828,0,0,1,-0.0799999237060547,12,0.332800149917603,-30.3299560546875,0,4.09836053848267,0
450,13,1.69000005722046,0,0,2.70770001411438,0.800000011920929,1.78999996185303,118,46,831,0,1,0,0.360000014305115,12,-0.211100101470947,-51.469970703125,-1,38.9830513000488,1
880,43,2.36999988555908,1,0,2.7853000164032,1.0952399969101,2.5,407,70,836,1,0,1,0.0899999141693115,17,-0.386699914932251,-68.5,0,17.1990165710449,0
1010,42,1.33000004291534,0,0,2.67470002174377,1.14893996715546,2.5,106,55,863,0,0,1,1.23000001907349,14,-0.129999876022339,249.25,-1,51.886791229248,0
920,12,1.6599999666214,1,0,2.79250001907349,1.04444003105164,2.84999990463257,149,91,872,0,0,1,0.989999890327454,12,0.455199956893921,226.150024414062,1,61.0738258361816,0
830,83,1.95000004768372,1,0,3.07329988479614,0.84443998336792,1.60000002384186,200,84,889,0,1,0,-1.19999992847443,13,0.168599843978882,-344,0,42,0
590,49,1.76999998092651,0,0,2.68300008773804,0.68571001291275,1.75,480,337,910,0,1,0,1.25,12,0.141700029373169,-174.5,-1,70.2083358764648,1
500,14,1.21000003814697,1,0,2.88750004768372,1.27272999286652,1.62000000476837,457,329,911,0,0,1,0.409999966621399,14,0.0225000381469727,-5.1600341796875,0,71.9912490844727,0
1050,73,2.69000005722046,0,0,3.08540010452271,1.05882000923157,3.35999989509583,160,98,916,0,0,1,0.549999952316284,16,0.460500001907349,-477.930023193359,-1,61.25,0
570,79,1.73000001907349,0,0,2.62829995155334,0.965520024299622,0.75,324,187,942,0,1,0,-0.25,12,-0.117200136184692,429,-1,57.7160491943359,1
970,79,3.22000002861023,1,0,2.68449997901917,0.763639986515045,3.17000007629395,5,1,1077,1,0,1,-0.230000019073486,15,0.0748999118804932,-189.829986572266,0,20,0
650,52,2.19000005722046,0,0,2.83640003204346,0.805559992790222,2.25,206,57,1094,0,0,1,0.25,12,0.204900026321411,-502.75,-1,27.6699028015137,1
1140,71,2.60999989509583,0,0,2.85279989242554,0.583329975605011,2.38000011444092,241,24,1128,0,0,1,-0.0199999809265137,15,0.0676999092102051,-80.3999938964844,-1,9.95850658416748,0
1180,87,3.08999991416931,0,0,2.94569993019104,1.18518996238708,3.11999988555908,469,36,1141,0,0,1,-0.350000143051147,18,0.0236999988555908,-194.000015258789,-1,7.67590618133545,0
770,25,1.91999995708466,0,0,3.0706000328064,0.833329975605011,2,486,397,1157,0,0,1,0,9,0.171900033950806,-125.999984741211,-1,81.6872406005859,0
960,16,3.55999994277954,1,0,2.69869995117188,0.882350027561188,3.80999994277954,430,65,1185,1,0,1,0.339999914169312,16,0.178499937057495,209.5,0,15.1162786483765,0
720,16,1.92999994754791,1,0,2.73740005493164,0.945949971675873,2.23000001907349,430,230,1187,1,0,0,0.230000019073486,16,0.0590000152587891,95.5,1,53.4883728027344,0
750,12,1.9099999666214,1,0,2.70919990539551,1.08333003520966,2,341,270,1204,0,0,1,0.0800000429153442,12,-0.259999990463257,452.169982910156,1,79.1788864135742,0
960,45,3.01999998092651,1,0,3.04550004005432,0.882350027561188,3.76999998092651,10,3,1277,1,0,1,0.460000038146973,13,0.25629997253418,-540.599975585938,0,30,0
970,79,2.02999997138977,0,0,2.70219993591309,0.732140004634857,2.28999996185303,10,3,1315,0,0,1,0.289999961853027,12,0.0046999454498291,-88.6699829101562,-1,30,1
1070,74,2.05999994277954,0,0,2.92379999160767,0.783330023288727,2,288,65,1390,0,0,1,0.149999976158142,12,-0.0197999477386475,-273.25,-1,22.5694446563721,1
940,50,2.53999996185303,1,0,2.86509990692139,0.709089994430542,2.13000011444092,251,45,1485,0,0,1,-0.199999809265137,18,0.0402998924255371,40.3300170898438,1,17.9282875061035,0
1100,71,2.60999989509583,0,0,2.73309993743896,0.803279995918274,2.07999992370605,306,99,1640,0,0,1,-0.420000076293945,12,-0.156399965286255,-52.1500015258789,-1,32.3529396057129,0
1110,65,2.0699999332428,1,0,2.77999997138977,0.947369992733002,2.69000005722046,216,125,1736,0,0,1,0.539999961853027,13,0.0350000858306885,-42.3500061035156,0,57.8703689575195,0
860,92,2.13000011444092,1,0,2.69199991226196,0.457630008459091,2.75,274,110,1750,0,0,1,-0.390000104904175,14,-0.493499994277954,-55.1499938964844,0,40.1459846496582,0
1110,45,3.76999998092651,1,0,2.65939998626709,0.913789987564087,3.69000005722046,48,20,1863,1,0,1,0.059999942779541,16,-0.373699903488159,-453.450012207031,0,41.6666679382324,0
850,103,2,0,0,3.13779997825623,1.02381002902985,2.59999990463257,244,146,1903,1,0,1,0.659999847412109,16,-0.110899925231934,-190.869995117188,-1,59.836067199707,0
750,12,1.4099999666214,1,0,3.03320002555847,1.08333003520966,2.75,48,26,1984,1,0,1,1.48000001907349,12,0.592499971389771,-64.5,0,54.1666679382324,0
840,16,2.11999988555908,1,0,2.8850998878479,0.787230014801025,2.30999994277954,48,32,1986,1,0,1,0.309999942779541,16,0.378599882125854,-104.469970703125,0,66.6666641235352,0
1050,15,1.79999995231628,1,0,2.53900003433228,0.75,1.23000001907349,620,266,2001,0,0,1,-0.569999933242798,15,0.154200077056885,-6.4000244140625,0,42.9032249450684,0
890,43,2.26999998092651,1,0,2.98469996452332,0.854170024394989,2.61999988555908,550,114,2014,1,0,1,0.119999885559082,14,0.157999992370605,150.469970703125,0,20.7272720336914,0
890,75,1.98000001907349,1,0,2.99810004234314,1.22500002384186,2.94000005722046,768,451,2046,1,0,1,0.690000057220459,12,0.0483999252319336,-60.7000122070312,0,58.7239570617676,0
830,40,1.66999995708466,0,0,2.84980010986328,0.930230021476746,2.71000003814697,161,147,2101,0,0,1,1,14,0.411100149154663,-333,-1,91.3043441772461,0
850,11,1.80999994277954,0,0,2.88809990882874,1.02381002902985,1.73000001907349,179,153,2103,0,0,1,-0.670000076293945,11,0.180399894714355,-486.75,-1,85.4748611450195,0
770,15,2.46000003814697,0,0,2.92799997329712,0.878050029277802,2.30999994277954,620,461,2107,0,0,1,0,15,0.183599948883057,-254.429931640625,-1,74.3548355102539,1
910,52,2.46000003814697,0,0,2.46099996566772,0.895829975605011,2.25,386,190,2333,0,1,0,-0.289999961853027,13,-0.441699981689453,-39.4500122070312,-1,49.2227973937988,1
910,15,0.600000023841858,1,0,2.41969990730286,0.819999992847443,1.57000005245209,563,328,2395,0,0,1,1.14000010490417,15,-0.353900194168091,255.169982910156,0,58.2593269348145,0
1110,46,2.67000007629395,1,0,2.77509999275208,0.790319979190826,3,4,2,2470,1,0,1,0.309999942779541,16,0.0281999111175537,-12.1999816894531,0,50,0
1090,99,2.38000011444092,0,0,2.98070001602173,0.847459971904755,2.79999995231628,320,55,2487,1,0,1,0.599999904632568,15,0.120800018310547,-21.2000045776367,-1,17.1875,0
1170,73,3.27999997138977,1,0,2.76270008087158,0.746270000934601,3.32999992370605,470,127,2532,0,0,1,0,18,0.0633001327514648,-311.5,1,27.021276473999,0
760,44,3,0,0,2.77340006828308,0.94871997833252,3.20000004768372,670,71,2583,0,0,0,-0.240000009536743,16,-0.210999965667725,101.200012207031,-1,10.5970153808594,0
780,14,2.84999990463257,0,0,2.89910006523132,0.902440011501312,2.64000010490417,654,81,2586,1,0,0,-0.240000009536743,14,0.141499996185303,-287.999938964844,-1,12.3853206634521,0
670,123,1.96000003814697,0,0,2.51110005378723,0.810810029506683,0,277,61,2736,0,1,0,-1.5,12,-0.134199857711792,609.5,-1,22.0216598510742,1
870,67,2.22000002861023,0,0,2.73510003089905,0.891300022602081,1.75,462,236,2765,0,0,1,-0.5,12,-0.0966999530792236,175.75,-1,51.0822525024414,0
850,61,1.87999999523163,0,0,2.77620005607605,0.770829975605011,1.63999998569489,401,45,2902,0,0,1,0.309999942779541,9,0.0963001251220703,-191.799987792969,-1,11.22194480896,1
790,71,1.87000000476837,1,0,3.00239992141724,0.680850028991699,2.75,403,193,2931,0,0,1,1.17999994754791,14,0.35099983215332,-347.599975585938,1,47.8908195495605,0
1180,81,1.82000005245209,0,0,2.40610003471375,0.873019993305206,2,321,167,3047,0,0,1,-1,12,-0.306699991226196,-86.7999877929688,-1,52.0249214172363,1
940,77,2.42000007629395,0,0,3.09540009498596,0.649119973182678,2.38000011444092,375,87,3177,0,0,1,-0.119999885559082,12,-0.0468997955322266,-225.670013427734,-1,23.2000007629395,1
850,14,1.57000005245209,1,0,2.79889988899231,0.808510005474091,2.23000001907349,448,207,3181,1,0,1,0.629999995231628,14,0.120199918746948,-161.170043945312,1,46.2053565979004,0
540,92,1.9099999666214,0,0,2.55900001525879,0.588240027427673,0.75,577,402,3249,0,1,0,-1,12,-0.178099870681763,440,-1,69.6707077026367,1
930,43,3.48000001907349,1,0,2.93370008468628,1.0217399597168,3,604,27,3321,1,0,1,-0.799999952316284,15,0.213800191879272,15.800048828125,0,4.47019863128662,0
810,44,2.35999989509583,1,0,2.79299998283386,1.02499997615814,2.80999994277954,520,214,3438,0,0,1,0.0199999809265137,14,0.0845999717712402,433.950012207031,0,41.1538467407227,0
1130,92,3.92000007629395,0,0,2.84890007972717,0.793649971485138,3.63000011444092,450,1,3482,1,0,1,-0.369999885559082,15,0.115900039672852,-130.229995727539,-1,0.222222223877907,0
940,40,3.25,1,0,3.12409996986389,0.46875,3.07999992370605,303,84,3665,0,0,1,-0.420000076293945,12,0.447399854660034,-828.849975585938,0,27.7227725982666,0
1010,95,2.46000003814697,1,0,2.9054000377655,0.942309975624084,3.40000009536743,457,123,3718,0,0,1,0.400000095367432,15,0.267400026321411,-105.399993896484,1,26.9146614074707,0
930,50,1.87999999523163,0,0,2.99160003662109,1.0217399597168,2.23000001907349,288,197,3728,0,0,1,0.980000019073486,12,0.32480001449585,204.25,-1,68.4027786254883,1
850,78,2.0699999332428,1,0,2.89919996261597,0.931819975376129,1.94000005722046,537,234,3758,0,0,1,-0.059999942779541,12,0.240400075912476,75.8300018310547,0,43.5754203796387,0
1160,98,3.47000002861023,1,0,3.06010007858276,0.933329999446869,3.29999995231628,637,101,3809,1,0,1,-0.100000143051147,15,0.0643000602722168,69.5299987792969,0,15.8555727005005,0
900,101,2.80999994277954,1,0,3.01430010795593,0.914889991283417,2.59999990463257,637,76,3847,1,0,1,-0.400000095367432,15,0.00540018081665039,138.600006103516,0,11.930926322937,0
920,102,2.60999989509583,1,0,3.08470010757446,0.877550005912781,2.46000003814697,637,163,3861,1,0,1,0.380000114440918,13,0.14460015296936,-130.050003051758,0,25.5886974334717,0
1020,12,1.1599999666214,0,0,2.88089990615845,0.789470016956329,0.75,330,160,3920,0,0,1,-0.679999947547913,12,0.569099903106689,227,-1,48.4848480224609,0
660,92,1.86000001430511,0,0,2.78299999237061,0.783779978752136,0.75,251,130,3964,0,0,0,-0.75,12,-0.0146000385284424,299.5,-1,51.7928276062012,1
870,14,3.5,1,0,2.64829993247986,0.775510013103485,2.61999988555908,10,2,4065,1,1,0,-0.820000171661377,14,-0.236299991607666,124.099975585938,0,20,0
1100,49,2.97000002861023,0,0,2.71979999542236,0.864409983158112,3.25,172,137,4105,0,0,1,0.460000038146973,14,-0.14739990234375,210,-1,79.6511611938477,1
960,42,2.5699999332428,0,0,2.80259990692139,0.684210002422333,2.17000007629395,204,51,4247,0,0,1,-0.829999923706055,12,0.101699829101562,-273.669982910156,-1,25,0
540,112,2.17000007629395,0,0,2.5511999130249,0.928569972515106,1.25,240,151,4350,0,1,0,-0.75,12,-0.0915000438690186,-56.5,-1,62.9166679382324,1
700,15,2.59999990463257,0,0,2.78419995307922,0.794870018959045,1.91999995708466,238,102,4368,0,1,0,-0.490000128746033,15,-0.156199932098389,490.859985351562,-1,42.8571434020996,1
490,134,1.99000000953674,1,0,2.39730000495911,0.689660012722015,0,92,50,4396,0,1,0,-2.38000011444092,13,-0.730200052261353,-177.099975585938,0,54.347827911377,0
750,74,2.44000005722046,0,0,2.98580002784729,0.973680019378662,2.5,215,68,4437,0,0,1,0.75,12,0.110599994659424,-186.789978027344,-1,31.6279067993164,1
980,14,2,0,0,2.74519991874695,0.75,1.5,190,42,4487,0,0,1,-0.5,14,0.424999952316284,317.25,-1,22.1052627563477,1
870,108,2.22000002861023,0,0,2.89759993553162,0.740000009536743,2.67000007629395,302,67,4716,0,1,0,0.470000028610229,15,0.182899951934814,-260.570007324219,-1,22.1854305267334,1
680,107,2.03999996185303,1,0,2.79719996452332,0.619050025939941,2.63000011444092,91,13,4835,1,1,0,0.480000019073486,13,-0.0322000980377197,149.100006103516,0,14.2857141494751,0
1220,42,2.75999999046326,0,0,2.99469995498657,0.671230018138885,3.15000009536743,10,3,4867,0,0,0,0.00999999046325684,14,0.0494999885559082,-509.799987792969,-1,30,0
1100,44,3.51999998092651,1,0,2.66420006752014,0.774190008640289,3.38000011444092,10,1,4929,1,0,1,-0.21999979019165,15,0.125699996948242,-579.929992675781,0,10,0
1100,70,2.30999994277954,1,0,2.65079998970032,1.03703999519348,2.25999999046326,10,6,4950,0,0,1,-0.740000009536743,9,-0.224400043487549,-440.339996337891,0,60,0
730,47,2.23000001907349,1,0,2.61350011825562,0.586960017681122,1.69000005722046,260,116,5136,0,1,0,0.690000057220459,12,-0.211499929428101,-189,0,44.6153831481934,0
830,89,1.91999995708466,0,0,2.88159990310669,0.729170024394989,1.13999998569489,457,279,5170,0,0,1,-0.360000014305115,12,0.17549991607666,-249.300003051758,-1,61.0503273010254,1
820,117,2.47000002861023,0,0,2.8283998966217,0.78260999917984,2,98,16,5289,0,0,1,-0.380000114440918,13,-0.101000070571899,-5.54998779296875,-1,16.326530456543,1
580,121,2.05999994277954,0,0,2.7393000125885,0.870970010757446,1.44000005722046,534,89,5319,0,1,0,-0.960000038146973,15,-0.0975000858306885,-115.330017089844,-1,16.6666660308838,1
740,14,2.0699999332428,1,0,3.03760004043579,1.05555999279022,2.5,61,8,5332,0,0,1,0.5,14,0.380500078201294,-480.659973144531,1,13.1147537231445,0
670,82,1.88999998569489,0,0,2.80949997901917,0.810810029506683,1.33000004291534,76,58,5349,0,1,0,1,12,0.420199871063232,266.330017089844,-1,76.315788269043,1
720,51,2.23000001907349,0,0,3.26259994506836,0.56521999835968,2.25,10,7,5397,0,0,0,0.25,12,0.576599836349487,53.25,-1,70,1
690,51,1.72000002861023,0,0,2.59730005264282,0.916670024394989,2.25,214,86,5406,0,1,0,1.25,15,-0.0794000625610352,400.849975585938,-1,40.1869163513184,1
830,13,1.29999995231628,0,0,2.6596999168396,0.930230021476746,1.20000004768372,10,5,5429,0,1,0,0.270000040531158,12,-0.342000007629395,407.72998046875,-1,50,1
1020,44,2,0,0,3.15729999542236,0.619050025939941,2.23000001907349,697,463,5542,0,0,1,-0.0799999237060547,13,0.359100103378296,-920,-1,66.4275436401367,1
1090,95,2.85999989509583,1,0,2.84170007705688,0.703130006790161,2.75,472,67,5606,0,0,1,0,12,-0.180899858474731,-14,0,14.1949148178101,0
750,52,1.87999999523163,0,0,2.81419992446899,0.666670024394989,2.75,412,178,5750,0,0,1,0.369999885559082,13,-0.281599998474121,38.9500122070312,-1,43.2038841247559,1
850,42,1.79999995231628,1,0,2.95390009880066,1.07316994667053,2,405,117,5803,0,0,1,0.75,12,0.438400030136108,-294.5,0,28.8888893127441,0
970,71,1.98000001907349,0,0,3.14590001106262,0.865379989147186,2,10,4,5865,0,0,1,-0.5,1,0.206500053405762,-127,-1,40,0
1020,108,3.24000000953674,1,0,2.78139996528625,0.672129988670349,3.5,450,39,5950,1,0,1,0.5,15,-0.0415000915527344,77.6999969482422,0,8.66666698455811,0
770,44,2.20000004768372,1,0,2.87050008773804,0.790700018405914,2.47000002861023,430,250,6023,0,0,1,-0.339999914169312,16,0.0287001132965088,-141.669982910156,0,58.139533996582,0
